date,country,strictest_night,strictest_day,least_strict_night,least_strict_day,leave_municip,change,source,stayhome_day,stayhome_night,walk_day,walk_night,outside_masks,difference_with_oxcgrt
2020-07-27,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-28,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-29,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-30,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-07-31,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-01,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-02,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-03,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-04,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-05,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-06,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-07,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-08,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-09,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-10,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-11,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-12,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-13,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-14,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-15,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-16,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-17,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-18,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-19,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-20,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-21,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-22,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-23,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-24,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-25,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-26,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-27,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-28,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-29,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-30,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-08-31,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-01,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-02,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-03,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-04,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-05,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-06,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-07,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-08,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-09,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-10,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-11,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-12,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-13,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-14,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-15,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-16,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-17,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-18,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2020-09-19,Russia,2,2,0,0,locally,"In two cities and five districts of the Republic of Bashkortostan, only residents may circulate and they may only do so with special passes.",https://en.wikipedia.org/wiki/Timeline_of_the_COVID-19_pandemic_in_Russia_(July%E2%80%93December_2020)#September_2020,locally,locally,yes,yes,no,yes
2020-09-20,Russia,2,2,0,0,locally,,,locally,locally,yes,yes,no,yes
2020-09-21,Russia,2,2,0,0,locally,,,locally,locally,yes,yes,no,yes
2020-09-22,Russia,2,2,0,0,locally,,,locally,locally,yes,yes,no,yes
2020-09-23,Russia,2,2,0,0,locally,,,locally,locally,yes,yes,no,yes
2020-09-24,Russia,2,2,0,0,locally,,,locally,locally,yes,yes,no,yes
2020-09-25,Russia,2,2,0,0,locally,,,locally,locally,yes,yes,no,yes
2020-09-26,Russia,2,2,0,0,locally,,,locally,locally,yes,yes,no,yes
2020-09-27,Russia,2,2,0,0,locally,,,locally,locally,yes,yes,no,yes
2020-09-28,Russia,2,2,0,0,no,"In Moscow, all people over 65 years of age must remain home. They may shop rarely, but walks outside remain unrestricted. It is not completely clear whether there was indeed a stay-at-home order as many news reports say that the elderly were only advised to stay home. Regarding the movement restrictions in Bashkortostan, I could not find an end date.",https://today.rtl.lu/news/world/a/1585566.html,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-09-29,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-09-30,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-01,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-02,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-03,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-04,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-05,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-06,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-07,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-08,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-09,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-10,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-11,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-12,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-13,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-14,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-15,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-16,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-17,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-18,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-19,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-20,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-21,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-22,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-23,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-24,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-25,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-26,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-27,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-28,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-29,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-30,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-10-31,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-01,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-02,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-03,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-04,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-05,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-06,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-07,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-08,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-09,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-10,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-11,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-12,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-13,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-14,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-15,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-16,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-17,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-18,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-19,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-20,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-21,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-22,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-23,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-24,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-25,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-26,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-27,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-28,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-29,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-11-30,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-01,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-02,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-03,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-04,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-05,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-06,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-07,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-08,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-09,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-10,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-11,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-12,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-13,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-14,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-15,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-16,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-17,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-18,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-19,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-20,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-21,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-22,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-23,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-24,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-25,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-26,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-27,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-28,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-29,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-30,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2020-12-31,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-01,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-02,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-03,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-04,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-05,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-06,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-07,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-08,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-09,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-10,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-11,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-12,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-13,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-14,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-15,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-16,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-17,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-18,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-19,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-20,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-21,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-22,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-23,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-24,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-25,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-26,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-27,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-28,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-29,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-30,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-01-31,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-01,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-02,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-03,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-04,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-05,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-06,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-07,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-08,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-09,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-10,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-11,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-12,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-13,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-14,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-15,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-16,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-17,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-18,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-19,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-20,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-21,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-22,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-23,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-24,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-25,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-26,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-27,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-02-28,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-03-01,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-03-02,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-03-03,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-03-04,Russia,2,2,0,0,no,,,only locally for some groups,only locally for some groups,yes,yes,no,yes
2021-03-05,Russia,0,0,0,0,no,The stay-at-home order for elderly people in Moscow was lifted.,https://www.themoscowtimes.com/2021/05/06/coronavirus-in-russia-the-latest-news-may-6-a69117,no,no,yes,yes,no,no
2021-03-06,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-07,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-08,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-09,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-10,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-11,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-12,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-13,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-14,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-15,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-16,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-17,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-18,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-19,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-20,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-21,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-22,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-23,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-24,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-25,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-26,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-27,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-28,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-29,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-30,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-03-31,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-01,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-02,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-03,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-04,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-05,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-06,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-07,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-08,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-09,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-10,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-11,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-12,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-13,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-14,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-15,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-16,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-17,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-18,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-19,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-20,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-21,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-22,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-23,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-24,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-25,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-26,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-27,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-28,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-29,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-04-30,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-01,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-02,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-03,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-04,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-05,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-06,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-07,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-08,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-09,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-10,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-11,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-12,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-13,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-14,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-15,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-16,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-17,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-18,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-19,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-20,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-21,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-22,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-23,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-24,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-25,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-26,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-27,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-28,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-29,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-30,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-05-31,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-06-01,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
2021-06-02,Russia,0,0,0,0,no,,,no,no,yes,yes,no,no
